X,ID,Accepted.Symbol,Symbol,Scientific.Name,Common.Name,Genus,Family,Family.Common.Name,Duration,Growth.Habit,Native.Status,Invasive,FunGrp1,FunGrp2,FunGrp,Updated
5172,7072,LULYV2,LULYV2,Lupinus lyallii ssp. lyallii var. villosus,dwarf mountain lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5173,7073,LUMA,LUMA,Lupinus magnificus,Panamint Mountain lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5174,7074,LUMAG,LUMAG,Lupinus magnificus var. glarecola,Panamint Mountain lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5175,7075,LUMAH,LUMAH,Lupinus magnificus var. hesperius,Panamint Mountain lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5179,7076,LUMAM,LUMAM,Lupinus magnificus var. magnificus,Panamint Mountain lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5180,7077,LUME,LUME,Lupinus meionanthus,Lake Tahoe lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5182,7078,LUNA3,LUNA3,Lupinus nanus,sky lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5169,7079,LUNAL,LUNAL,Lupinus nanus ssp. latifolius,sky lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5185,7080,LUNAM,LUNAM,Lupinus nanus ssp. menkerae,Menker's lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5186,7081,LUNAN2,LUNAN2,Lupinus nanus ssp. nanus,sky lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5188,7082,LUNE,LUNE,Lupinus nevadensis,Nevada lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5189,7083,LUNI2,LUNI2,Lupinus nipomensis,Nipomo Mesa lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5190,7084,LUOB,LUOB,Lupinus obtusilobus,bluntlobe lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5191,7085,LUOD,LUOD,Lupinus odoratus,Mojave lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5156,7086,LUODO,LUODO,Lupinus odoratus var. odoratus,Mojave lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5183,7087,LUODP,LUODP,Lupinus odoratus var. pilosellus,Mojave lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5181,7088,LUON,LUON,Lupinus onustus,Plumas lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5144,7089,LUPA2,LUPA2,Lupinus pachylobus,Mt. Diablo lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5145,7092,LUPA3,LUPA3,Lupinus palmeri,bluebonnet lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5146,7090,LUPA6,LUPA6,Lupinus padre-crowleyi,Dedecker lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5149,7091,LUPA7,LUPA7,Lupinus pallidus,pale desert lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5151,7093,LUPE2,LUPE2,Lupinus peirsonii,long lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5143,6933,LUPIN,LUPIN,Lupinus,lupine,Lupinus,Fabaceae,Pea family,,,,,NA,NA,Legumes,
5157,7095,LUPO2,LUPO2,Lupinus polyphyllus,bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), AK (I?), CAN (N)",,Perennial,Forb,Legumes,
5164,7094,LUPO3,LUPO3,Lupinus polycarpus,smallflower lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,"L48 (N), CAN (N)",,Annual,Forb,Legumes,
5165,7096,LUPOB,LUPOB,Lupinus polyphyllus ssp. bernardinus,bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5167,7098,LUPOG2,LUPOG2,Lupinus polyphyllus ssp. polyphyllus var. grandifolius,bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5065,7097,LUPOP2,LUPOP2,Lupinus polyphyllus ssp. polyphyllus,bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), AK (I?), CAN (N)",,Perennial,Forb,Legumes,
4987,7099,LUPOP3,LUPOP3,Lupinus polyphyllus ssp. polyphyllus var. pallidipes,bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Legumes,
5092,7100,LUPOP4,LUPOP4,Lupinus polyphyllus ssp. polyphyllus var. polyphyllus,bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), AK (I?), CAN (N)",,Perennial,Forb,Legumes,
5014,7101,LUPOS,LUPOS,Lupinus polyphyllus ssp. superbus,bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5018,7102,LUPR,LUPR,Lupinus pratensis,Inyo Meadow lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5019,7105,LUPR2,LUPR2,Lupinus prunophilus,hairy bigleaf lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5020,7103,LUPRE,LUPRE,Lupinus pratensis var. eriostachyus,Inyo Meadow lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5021,7104,LUPRP,LUPRP,Lupinus pratensis var. pratensis,Inyo Meadow lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5012,7108,LUPU,LUPU,Lupinus pusillus,rusty lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,"L48 (N), CAN (N)",NE&GP,Annual,Forb,Legumes,
5026,7106,LUPU2,LUPU2,Lupinus punto-reyesensis,Point reyes lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5029,7107,LUPU6,LUPU6,Lupinus purpurascens,Yuba lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5030,7109,LUPUI2,LUPUI2,Lupinus pusillus ssp. intermontanus,Intermountain lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5032,7110,LURI,LURI,Lupinus rivularis,riverbank lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,Legumes,
5033,7111,LURU3,LURU3,Lupinus ruber,red lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5034,7112,LUSA2,LUSA2,Lupinus saxosus,rock lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5036,7113,LUSAS,LUSAS,Lupinus saxosus var. saxosus,rock lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4999,7114,LUSE2,LUSE2,Lupinus sellulus,Donner Lake lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5023,7121,LUSE3,LUSE3,Lupinus sericatus,Cobb Mountain lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4988,7116,LUSEA2,LUSEA2,Lupinus sellulus ssp. sellulus var. artulus,Donner Lake lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4989,7117,LUSEL2,LUSEL2,Lupinus sellulus ssp. sellulus var. lobbii,Donner Lake lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4991,7118,LUSEM4,LUSEM4,Lupinus sellulus ssp. sellulus var. medius,Donner Lake lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4992,7115,LUSES,LUSES,Lupinus sellulus ssp. sellulus,Donner Lake lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4994,7119,LUSES3,LUSES3,Lupinus sellulus ssp. sellulus var. sellulus,Donner Lake lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4996,7120,LUSEU,LUSEU,Lupinus sellulus ssp. ursinus,Donner Lake lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5011,7122,LUSH,LUSH,Lupinus shockleyi,purple desert lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
4998,7123,LUSP2,LUSP2,Lupinus sparsiflorus,Coulter's lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5000,7128,LUSP3,LUSP3,Lupinus spectabilis,shaggyhair lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5001,7124,LUSPI,LUSPI,Lupinus sparsiflorus ssp. inopinatus,Coulter's lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5002,7125,LUSPM,LUSPM,Lupinus sparsiflorus ssp. mohavensis,Coulter's lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5004,7126,LUSPP,LUSPP,Lupinus sparsiflorus ssp. pondii,Pond's Mojave lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5005,7127,LUSPS2,LUSPS2,Lupinus sparsiflorus ssp. sparsiflorus,Coulter's lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5006,7129,LUST2,LUST2,Lupinus stiversii,harlequin annual lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5008,7131,LUSU10,LUSU10,Lupinus subvexus,valley lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5067,7130,LUSU2,LUSU2,Lupinus sublanatus,Mono lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5069,7136,LUSU3,LUSU3,Lupinus succulentus,hollowleaf annual lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5073,7132,LUSUA,LUSUA,Lupinus subvexus var. albilanatus,valley lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5075,7133,LUSUP,LUSUP,Lupinus subvexus var. phoeniceus,valley lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5090,7134,LUSUS,LUSUS,Lupinus subvexus var. subvexus,valley lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5064,7135,LUSUT,LUSUT,Lupinus subvexus var. transmontanus,valley lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5079,7137,LUTI,LUTI,Lupinus tidestromii,Tidestrom's lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5086,7138,LUTIL,LUTIL,Lupinus tidestromii var. layneae,Tidestrom's lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5040,7139,LUTIT,LUTIT,Lupinus tidestromii var. tidestromii,Tidestrom's lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5042,7140,LUTR,LUTR,Lupinus tracyi,Tracy's lupine,Lupinus,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
5043,7141,LUTR2,LUTR2,Lupinus truncatus,collared annual lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5044,7142,LUUN,LUUN,Lupinus uncialis,inchhigh lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5053,7143,LUVA2,LUVA2,Lupinus vallicola,open lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,"L48 (N), CAN (N)",,Annual,Forb,Legumes,
5055,7144,LUVAA,LUVAA,Lupinus vallicola ssp. apricus,open lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,"L48 (N), CAN (N)",,Annual,Forb,Legumes,
5056,7145,LUVAV,LUVAV,Lupinus vallicola ssp. vallicola,open lupine,Lupinus,Fabaceae,Pea family,Annual,Forb/herb,L48 (N),,Annual,Forb,Legumes,
5057,7146,LUVE,LUVE,Lupinus versicolor,manycolored lupine,Lupinus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
4784,7342,MAOR4,MAOR4,Marina orcuttii,Sonoran false prairie-clover,Marina,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4795,7343,MAPA7,MAPA7,Marina parryi,Parry's false prairie-clover,Marina,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
4746,7341,MARIN,MARIN,Marina,false prairie-clover,Marina,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4856,7369,MEAR,MEAR,Medicago arabica,spotted medick,Medicago,Fabaceae,Pea family,Annual,Forb/herb,"L48 (I), CAN (I)",,Annual,Forb,Legumes,
4851,7368,MEDIC,MEDIC,Medicago,alfalfa,Medicago,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4890,7405,MEIN2,MEIN2,Melilotus indicus,annual yellow sweetclover,Melilotus,Fabaceae,Pea family,Annual,Forb/herb,"L48 (I), HI (I), CAN (I), GL (I)",,Annual,Forb,Legumes,
4859,7404,MELIL,MELIL,Melilotus,sweetclover,Melilotus,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4952,7370,MELU,MELU,Medicago lupulina,black medick,Medicago,Fabaceae,Pea family,"Annual, Perennial",Forb/herb,"L48 (I), AK (I), HI (I), CAN (I), GL (I), SPM (I)","KY, N'EAST, NE&GP, SWSS, WSWS",Annual,Forb,Legumes,
4981,7371,MEMI,MEMI,Medicago minima,little bur-clover,Medicago,Fabaceae,Pea family,Annual,Forb/herb,"L48 (I), HI (I)",,Annual,Forb,Legumes,
4754,7406,MEOF,MEOF,Melilotus officinalis,sweetclover,Melilotus,Fabaceae,Pea family,"Annual, Biennial, Perennial",Forb/herb,"L48 (I), AK (I), HI (I), PR (I), CAN (I), GL (I), SPM (I)","NE&GP, SEEPPC, WI, WSWS",Annual,Forb,Legumes,
4758,7372,MEOR2,MEOR2,Medicago orbicularis,blackdisk medick,Medicago,Fabaceae,Pea family,Annual,Forb/herb,L48 (I),,Annual,Forb,Legumes,
4814,7373,MEPO3,MEPO3,Medicago polymorpha,burclover,Medicago,Fabaceae,Pea family,"Annual, Perennial",Forb/herb,"L48 (I), AK (I), HI (I), CAN (I)",STATE,Annual,Forb,Legumes,
4831,7374,MEPR,MEPR,Medicago praecox,Mediterranean medick,Medicago,Fabaceae,Pea family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Legumes,
4767,7375,MESA,MESA,Medicago sativa,alfalfa,Medicago,Fabaceae,Pea family,"Annual, Perennial",Forb/herb,"L48 (I), AK (I), HI (I), PR (I), VI (I), CAN (I)",SWSS,Annual,Forb,Legumes,
4766,7376,MESAF,MESAF,Medicago sativa ssp. falcata,yellow alfalfa,Medicago,Fabaceae,Pea family,"Annual, Perennial",Forb/herb,"L48 (I), AK (I), CAN (I)",,Annual,Forb,Legumes,
4762,7377,MESAS,MESAS,Medicago sativa ssp. sativa,alfalfa,Medicago,Fabaceae,Pea family,"Annual, Perennial",Forb/herb,"L48 (I), AK (I), HI (I), PR (I), VI (I), CAN (I)",,Annual,Forb,Legumes,
5045,8108,OLNEY,OLNEY,Olneya,olneya,Olneya,Fabaceae,Pea family,,,,,NA,NA,Legumes,
5047,8109,OLTE,OLTE,Olneya tesota,desert ironwood,Olneya,Fabaceae,Pea family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5048,8118,ONAL5,ONAL5,Ononis alopecuroides,foxtail restharrow,Ononis,Fabaceae,Pea family,Annual,Forb/herb,L48 (I),"Cal-IPC, STATE",Annual,Forb,Legumes,
5050,8115,ONOBR,ONOBR,Onobrychis,sainfoin,Onobrychis,Fabaceae,Pea family,,,,,NA,NA,Legumes,
5038,8117,ONONI,ONONI,Ononis,restharrow,Ononis,Fabaceae,Pea family,,,,,NA,NA,Legumes,
5052,8116,ONVI,ONVI,Onobrychis viciifolia,sainfoin,Onobrychis,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (I), AK (I), CAN (I)",,Perennial,Forb,Legumes,
5235,8169,ORNIT2,ORNIT2,Ornithopus,bird's-foot,Ornithopus,Fabaceae,Pea family,,,,,NA,NA,Legumes,
5282,8170,ORPI3,ORPI3,Ornithopus pinnatus,yellow bird's-foot,Ornithopus,Fabaceae,Pea family,Annual,Forb/herb,L48 (I),,Annual,Forb,Legumes,
5275,8171,ORSA2,ORSA2,Ornithopus sativus,common bird's-foot,Ornithopus,Fabaceae,Pea family,Annual,Forb/herb,L48 (I),,Annual,Forb,Legumes,
5290,8172,ORSAI,ORSAI,Ornithopus sativus ssp. isthmocarpus,common bird's-foot,Ornithopus,Fabaceae,Pea family,Annual,Forb/herb,L48 (I),,Annual,Forb,Legumes,
4774,8232,OTFR,OTFR,Otholobium fruticans,Capetown pea,Otholobium,Fabaceae,Pea family,Perennial,Shrub,L48 (I),,Perennial,Shrubs&Trees,Legumes,
4775,8231,OTHOL,OTHOL,Otholobium,otholobium,Otholobium,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4822,8272,OXBO,OXBO,Oxytropis borealis,boreal locoweed,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Legumes,
4825,8273,OXBOA,OXBOA,Oxytropis borealis var. australis,boreal locoweed,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4827,8274,OXBOV,OXBOV,Oxytropis borealis var. viscida,viscid locoweed,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Legumes,
4830,8275,OXDE2,OXDE2,Oxytropis deflexa,nodding locoweed,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Legumes,
4832,8276,OXDES,OXDES,Oxytropis deflexa var. sericea,blue nodding locoweed,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Legumes,
4777,8277,OXOR2,OXOR2,Oxytropis oreophila,mountain oxytrope,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4811,8278,OXORO,OXORO,Oxytropis oreophila var. oreophila,mountain oxytrope,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4833,8279,OXPA2,OXPA2,Oxytropis parryi,Parry's oxytrope,Oxytropis,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4732,8271,OXYTR,OXYTR,Oxytropis,locoweed,Oxytropis,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4734,8356,PAAC3,PAAC3,Parkinsonia aculeata,Jerusalem thorn,Parkinsonia,Fabaceae,Pea family,Perennial,"Tree, Shrub","L48 (N), HI (I), PR (N), VI (I)",,Perennial,Shrubs&Trees,Legumes,
4873,8357,PAFL6,PAFL6,Parkinsonia florida,blue paloverde,Parkinsonia,Fabaceae,Pea family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,Legumes,
4878,8343,PALO8,PALO8,Paraserianthes lophantha,plume albizia,Paraserianthes,Fabaceae,Pea family,Perennial,"Tree, Shrub",L48 (I),,Perennial,Shrubs&Trees,Legumes,
4875,8358,PAMI5,PAMI5,Parkinsonia microphylla,yellow paloverde,Parkinsonia,Fabaceae,Pea family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,Legumes,
4850,8342,PARAS,PARAS,Paraserianthes,paraserianthes,Paraserianthes,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4857,8355,PARKI2,PARKI2,Parkinsonia,paloverde,Parkinsonia,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4922,8425,PECA24,PECA24,Pediomelum castoreum,beaver Indian breadroot,Pediomelum,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4919,8424,PECA33,PECA33,Pediomelum californicum,California Indian breadroot,Pediomelum,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4755,8423,PEDIO2,PEDIO2,Pediomelum,Indian breadroot,Pediomelum,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4701,8623,PETER,PETER,Peteria,peteria,Peteria,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4965,8624,PETH5,PETH5,Peteria thompsoniae,Thompson's peteria,Peteria,Fabaceae,Pea family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Legumes,
4836,8794,PHASE,PHASE,Phaseolus,bean,Phaseolus,Fabaceae,Pea family,,,,,NA,NA,Legumes,
5396,8795,PHFI3,PHFI3,Phaseolus filiformis,slimjim bean,Phaseolus,Fabaceae,Pea family,"Annual, Perennial","Vine, Forb/herb",L48 (N),,Annual,Forb,Legumes,
5152,8935,PICKE,PICKE,Pickeringia,chaparral pea,Pickeringia,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4917,8936,PIMO5,PIMO5,Pickeringia montana,chaparral pea,Pickeringia,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4920,8937,PIMOM,PIMOM,Pickeringia montana var. montana,chaparral pea,Pickeringia,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4712,8938,PIMOT2,PIMOT2,Pickeringia montana var. tomentosa,chaparral pea,Pickeringia,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4759,9011,PISA6,PISA6,Pisum sativum,garden pea,Pisum,Fabaceae,Pea family,Annual,"Vine, Forb/herb","L48 (I), CAN (W), GL (W)",,Annual,Forb,Legumes,
4744,9010,PISUM,PISUM,Pisum,pea,Pisum,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4736,9453,PRGL2,PRGL2,Prosopis glandulosa,honey mesquite,Prosopis,Fabaceae,Pea family,Perennial,"Tree, Shrub","L48 (N), HI (I), VI (I)",WSWS,Perennial,Shrubs&Trees,Legumes,
4747,9454,PRGLT,PRGLT,Prosopis glandulosa var. torreyana,western honey mesquite,Prosopis,Fabaceae,Pea family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5196,9452,PROSO,PROSO,Prosopis,mesquite,Prosopis,Fabaceae,Pea family,,,,STATE,NA,NA,Legumes,
5222,9455,PRPU,PRPU,Prosopis pubescens,screwbean mesquite,Prosopis,Fabaceae,Pea family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,Legumes,
5382,9456,PRST3,PRST3,Prosopis strombulifera,Argentine screwbean,Prosopis,Fabaceae,Pea family,Perennial,Shrub,L48 (I),"STATE, US",Perennial,Shrubs&Trees,Legumes,
5060,9457,PRVE,PRVE,Prosopis velutina,velvet mesquite,Prosopis,Fabaceae,Pea family,Perennial,"Tree, Shrub","L48 (N), HI (I)",,Perennial,Shrubs&Trees,Legumes,
4916,9552,PSAR4,PSAR4,Psorothamnus arborescens,Mojave indigobush,Psorothamnus,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4982,9553,PSARA,PSARA,Psorothamnus arborescens var. arborescens,Mojave indigobush,Psorothamnus,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4892,9554,PSARM,PSARM,Psorothamnus arborescens var. minutifolius,Johnson's indigobush,Psorothamnus,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4837,9555,PSARS,PSARS,Psorothamnus arborescens var. simplifolius,California indigobush,Psorothamnus,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4840,9556,PSEM,PSEM,Psorothamnus emoryi,dyebush,Psorothamnus,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,Legumes,
4933,9557,PSFR,PSFR,Psorothamnus fremontii,Fremont's dalea,Psorothamnus,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4852,9558,PSFRA,PSFRA,Psorothamnus fremontii var. attenuatus,Fremont's dalea,Psorothamnus,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4912,9559,PSFRF,PSFRF,Psorothamnus fremontii var. fremontii,Fremont's dalea,Psorothamnus,Fabaceae,Pea family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,Legumes,
4756,9550,PSLA3,PSLA3,Psoralidium lanceolatum,lemon scurfpea,Psoralidium,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Legumes,
4716,9549,PSORA2,PSORA2,Psoralidium,scurfpea,Psoralidium,Fabaceae,Pea family,,,,,NA,NA,Legumes,
4809,9551,PSORO,PSORO,Psorothamnus,dalea,Psorothamnus,Fabaceae,Pea family,,,,,NA,NA,Legumes,
